shape_index,qid,category,backend,dtype,m,n,k,flops,baseline_ms,moonpoly_ms,speedup,cosine_similarity,correctness_passed,status,error,wall_seconds
1131,1135,Real-World,cublas,INT8,79,1024,8704,1408237568,,,,,False,missing,Running INT8...Error benchmarking size 79x1024x8704: std::exception,1.6990783475339413
1132,1136,Real-World,cublas,INT8,1,16384,600,19660800,,,,,False,missing,Running INT8...Error benchmarking size 1x16384x600: std::exception,1.774917608126998
1139,1144,Real-World,cublas,INT8,138,1024,8704,2459959296,,,,,False,missing,Running INT8...Error benchmarking size 138x1024x8704: std::exception,1.7708584610372782
1141,1146,Real-World,cublas,INT8,1,6912,1536,21233664,,,,,False,missing,Running INT8...Error benchmarking size 1x6912x1536: std::exception,2.505732635036111
1142,1147,Real-World,cublas,INT8,1,1536,6912,21233664,,,,,False,missing,Running INT8...Error benchmarking size 1x1536x6912: std::exception,2.2681595366448164
1162,1171,Real-World,cublas,INT8,105,1024,12544,2697461760,,,,,False,missing,Running INT8...Error benchmarking size 105x1024x12544: std::exception,2.733038818463683
1169,1178,Real-World,cublas,INT8,1,23698,620,29385520,,,,,False,missing,Running INT8...Error benchmarking size 1x23698x620: std::exception,2.842512546107173
1171,1180,Real-World,cublas,INT8,28800,257,257,3804422400,0.010138,0.117555,0.086237,0.0,False,incorrect,Cosine similarity threshold failed,1.812475673854351
1183,1193,Real-World,cublas,INT8,58,4096,4096,1946157056,,,,,False,missing,Running INT8...Error benchmarking size 58x4096x4096: std::exception,4.106213012710214
1192,1204,Real-World,cublas,INT8,1,13824,1536,42467328,,,,,False,missing,Running INT8...Error benchmarking size 1x13824x1536: std::exception,3.618936724960804
1193,1205,Real-World,cublas,INT8,1,1536,13824,42467328,,,,,False,missing,Running INT8...Error benchmarking size 1x1536x13824: std::exception,2.924365933984518
1210,1226,Real-World,cublas,INT8,45,512,50176,2312110080,,,,,False,missing,Running INT8...Error benchmarking size 45x512x50176: std::exception,3.8968458119779825
1229,1245,Real-World,cublas,INT8,159,36552,1024,11902500864,,,,,False,missing,Running INT8...Error benchmarking size 159x36552x1024: std::exception,9.504635198041797
1230,1246,Real-World,cublas,INT8,640,768,30522,30004346880,0.003021,1.114061,0.002712,0.0,False,incorrect,Cosine similarity threshold failed,5.767199916765094
1231,1247,Real-World,cublas,INT8,98,768,50257,7565085696,0.010906,5.923635,0.001841,0.0,False,incorrect,Cosine similarity threshold failed,5.71844432502985
1238,1258,Real-World,cublas,INT8,640,1024,30522,40005795840,0.010906,1.106739,0.009854,0.0,False,incorrect,Cosine similarity threshold failed,5.567794697359204
1241,1261,Real-World,cublas,INT8,199,2560,19760,20133068800,,,,,False,missing,Running INT8...Error benchmarking size 199x2560x19760: std::exception,6.833447860553861
1253,1278,Real-World,cublas,INT8,79,4096,25088,16236150784,,,,,False,missing,Running INT8...Error benchmarking size 79x4096x25088: std::exception,13.412447988986969
1259,1290,Real-World,cublas,INT8,35,700,2048,100352000,,,,,False,missing,Running INT8...Error benchmarking size 35x700x2048: std::exception,0.9553353823721409
1261,1292,Real-World,cublas,INT8,35,700,2560,125440000,,,,,False,missing,Running INT8...Error benchmarking size 35x700x2560: std::exception,1.0005221720784903
1263,1294,Real-World,cublas,INT8,35,1500,2048,215040000,,,,,False,missing,Running INT8...Error benchmarking size 35x1500x2048: std::exception,1.2700725849717855
1265,1296,Real-World,cublas,INT8,35,1500,2560,268800000,,,,,False,missing,Running INT8...Error benchmarking size 35x1500x2560: std::exception,1.1910094525665045
1273,1304,DeepBench,cublas,FP16,512,1,500000,512000000,0.327578,1.869671,0.175206,nan,False,incorrect,Cosine similarity threshold failed,25.182119257748127
1274,1305,DeepBench,cublas,FP16,1024,1,500000,1024000000,0.616653,2.441165,0.252606,nan,False,incorrect,Cosine similarity threshold failed,47.60406028106809
1315,1346,DeepBench,cublas,INT8,512,1500,1530,2350080000,0.009984,0.061952,0.161157,0.0,False,incorrect,Cosine similarity threshold failed,1.0701474826782942
1319,1350,DeepBench,cublas,INT8,1024,1500,1530,4700160000,0.010394,0.062771,0.165579,0.0,False,incorrect,Cosine similarity threshold failed,1.1504840198904276
1325,1356,DeepBench,cublas,INT8,512,3000,1530,4700160000,0.009984,0.062515,0.159705,0.0,False,incorrect,Cosine similarity threshold failed,1.3589758519083261
1329,1360,DeepBench,cublas,INT8,1024,3000,1530,9400320000,0.010291,0.097792,0.105236,0.0,False,incorrect,Cosine similarity threshold failed,1.4882334806025028
1335,1366,DeepBench,cublas,INT8,512,6000,1530,9400320000,0.010138,0.097536,0.103937,0.0,False,incorrect,Cosine similarity threshold failed,1.8696426507085562
1339,1370,DeepBench,cublas,INT8,1024,6000,1530,18800640000,0.00343,0.186726,0.018371,0.0,False,incorrect,Cosine similarity threshold failed,2.669320721179247
1369,1400,DeepBench,cublas,INT8,35,8457,1760,1041902400,,,,,False,missing,Running INT8...Error benchmarking size 35x8457x1760: std::exception,2.7257362343370914
1371,1402,DeepBench,cublas,INT8,35,8457,2048,1212395520,,,,,False,missing,Running INT8...Error benchmarking size 35x8457x2048: std::exception,4.25589332357049
1373,1404,DeepBench,cublas,INT8,35,8457,2560,1515494400,,,,,False,missing,Running INT8...Error benchmarking size 35x8457x2560: std::exception,3.617922715842724
1375,1406,DeepBench,cublas,INT8,35,8457,4096,2424791040,,,,,False,missing,Running INT8...Error benchmarking size 35x8457x4096: std::exception,8.043825699016452
1407,1438,DeepBench,cublas,INT8,512,24000,1530,37601280000,0.010906,0.329933,0.033054,0.0,False,incorrect,Cosine similarity threshold failed,6.095537327229977
1411,1442,DeepBench,cublas,INT8,1024,24000,1530,75202560000,0.01065,0.625766,0.017018,0.0,False,incorrect,Cosine similarity threshold failed,7.969003988429904
1417,1448,DeepBench,cublas,INT8,512,48000,1530,75202560000,0.010906,0.632166,0.017251,0.0,False,incorrect,Cosine similarity threshold failed,12.547591283917427
1421,1452,DeepBench,cublas,INT8,1024,48000,1530,150405120000,0.010803,1.235558,0.008744,0.0,False,incorrect,Cosine similarity threshold failed,16.849232794716954
1428,1459,DeepBench,cublas,INT8,2,1536,1024,6291456,,,,,False,missing,Running INT8...Error benchmarking size 2x1536x1024: std::exception,1.327640574425459
1433,1464,DeepBench,cublas,INT8,2,384,1024,1572864,,,,,False,missing,Running INT8...Error benchmarking size 2x384x1024: std::exception,1.184900414198637
344,343,Real-World,cutlass-default,FP16,1,1,24576,49152,,,,,False,process_error,Failed,0.5055428612977266
392,391,Real-World,cutlass-default,FP16,1,1,32768,65536,,,,,False,process_error,Failed,0.33372789062559605
1130,1134,Real-World,cutlass-default,FP16,188,1,51200,19251200,,,,,False,process_error,Failed,0.6136081255972385
1273,1304,DeepBench,cutlass-default,FP16,512,1,500000,512000000,,,,,False,process_error,Failed,9.120257571339607
1274,1305,DeepBench,cutlass-default,FP16,1024,1,500000,1024000000,,,,,False,process_error,Failed,16.2105953078717
